name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country,longBusinessDescription
datenschutzexperte.de,https://www.eu-startups.com/directory/proliance-gmbh-datenschutzexperte-de/,Germany,"datenschutzexperte.de specialises in corporate data protection. The company supports small and medium sized companies of all industries in implementing and adhering to the requirements of the General Data Protection Regulation (GDPR). Based on a digital data protection platform, customers can be offered a complete solution including the position of an external data protection officer.",Munich,"data protection, data privacy, data protection officer",,2017,https://www.datenschutzexperte.de/,,,DE,
SOLOS Mirrors (Stecnius),https://www.eu-startups.com/directory/solos-mirrors-stecnius/,Germany,"Their solution is designed to motivate people to maintain a healthier lifestyle, be active, and always know how to improve themselves. Solos offers users a personal assistant that helps them train correctly and avoid injuries. Their first goal is to revolutionize fitness and physiotherapy studios. Stecnius then plan to extend our system to other sports, like dancing and boxing. Ultimately, they want to bring Solos into users’ homes to help them stay in shape and live healthier lives.",Bavaria,"Smart Mirror, Fitness, Healthy Lifestyle",,2017,www.solosmirrors.com,,,DE,
Fuse Dating,https://www.eu-startups.com/directory/fuse-dating/,Germany,"Fuse is a Berlin-based startup launching the first dating app with real-life dynamics at its heart. We're here to shake up the online dating industry by matching modern technology with your analog world. 

Our app offers unique features that enable you to express and discover more than selfies. Listen to someone's voice, picture their everyday, and get to know the things that matter – even before you match.",Berlin,"Dating App, Matching Platform, Social Network",,2017,www.fuse.dating,,,DE,
jobtensor,https://www.eu-startups.com/directory/jobtensor/,Germany,"Smart online portal for Science, Tech & Engineering.
Our mission is to promote a new smart search model for jobs in Science, IT and Engineering to close the gap between job seekers and employers.
The idea behind the creation of jobtensor is to let scientists, engineers and developers find their dream job and company without stress and tension, as well as help companies to attract talent.
Jobs can be found currently in Germany, United Kingdom and the Philippines.",Berlin,"science, job seekers, employers",No funding announced yet,2017,http://jobtensor.com/,,,DE,
Vectornator,https://www.eu-startups.com/directory/vectornator/,Germany,"Vectornator is a powerful vector design platform that allows you to create beautiful illustrations, sophisticated user interface designs, and amazing layouts. It’s a platform made by creatives, for creatives, and its intuitive interface and sleek design make illustration and design work almost effortless.",Berlin,"Graphic Design Software, Illustration Software",Between €10 million-€25 million,2017,https://www.vectornator.io/,,,DE,
VIPERdev,https://www.eu-startups.com/directory/viperdev/,Germany,"Idea to market in 8 weeks. We bring 2-3 startups to the market every month. We are a battle proven dev team lead by serial entrepreneurs - due to that experience, we can get you to the market faster, better and more price efficient than any inhouse team or CTO could.",Hamburg,"Founders, Entrepreneurs, Digital Entrepreneurs, Serial Entrepreneurs, SME Owners",No funding announced yet,2017,https://viperdev.io/,,,DE,
IMPARGO,https://www.eu-startups.com/directory/impargo-gmbh/,Germany,"The Logistics Software for small and medium-sized transport companies. IMPARGO automates road freight collaboration and empowers technically underserved SME’s all over Europe digitally with an easy-to-use and easy-to-integrate supply chain solution. Focused on operational efficiency and seamless collaboration, our software as a service solution allows transportation companies as well as shippers to plan, assign, monitor, and control transports.",Potsdam,"Logistics software, TMS software",Between €100K-€500K,2017,www.impargo.de,,,DE,
DOCYET,https://www.eu-startups.com/directory/docyet/,Germany,"DOCYET is a digital and innovative assistance solution that acts as a digital health concierge for patients, helping them to find the best healthcare options available based on intelligent algorithms.
Working with insurers and health systems, our technology platform helps to improve patient experience and manage costs & healthcare outcomes.",Leipzig,"eHealth, InsurTech, ChatBot, AI, Digital Health",,2017,www.docyet.com,,,DE,
ELEMENT Insurance,https://www.eu-startups.com/directory/element-insurance/,Germany,"ELEMENT aims to make insurance 100% digital. The startup provides other companies from various industries with white-labelled products, which they market under their own brands. ELEMENT has already implemented products for over fifteen partners.

The company’s fully digital approach allows it to quickly develop insurance policies even for very specific target groups in a matter of weeks. With a full insurer license in 28 European countries, ELEMENT can act as risk carrier for its partners and cover most of the insurance value chain.",Berlin,"InsurTech, Insurance, White Label, Digital Products",,2017,www.element.in,,,DE,
ENWAY,https://www.eu-startups.com/directory/enway/,Germany,"ENWAY is working on the next generation of cleaning services. Our technology can be integrated into different vehicles and used in outdoor and indoor environments. Leading the industry by providing high-precision, autonomous sweepers, we enable more productive and cost-effective cleaning.

We combine deep technological know-how in robotics, autonomous ground vehicles, software engineering, electrical engineering, machine learning, computer vision, and artificial intelligence with operational expertise that is unique in the cleaning industry.",Berlin,"Robotics, Cleaning Tech, Autonomous Operations, AI",,2017,www.enway.ai,,,DE,
