name,link,category,businessDescription,longBusinessDescription,basedIn,tags,totalFunding,founded,website,companyStatus,linkedin,country
Voltex,https://www.eu-startups.com/directory/voltex/,Switzerland,"Under the name of Voltex, the company is developing a blockchain-based energy management system with an integrated peer-to-peer trading platform. This system measures, controls and regulates the power grid to the base frequency of 50 hertz. Thus, the users of VOLTEX save costs, energy and relieve the power grid.",,Aadorf,"Energy, Energy Management, Internet of Things",No funding announced yet,2021,https://www.voltex.io/,,,CH
Resyfy,https://www.eu-startups.com/directory/resyfy/,Switzerland,"Resyfy is work life resume management, an AI-powered tool that empowers you to steer your work life journey. Coming mid-2022 and now open for an invite-only beta. We are building a resume management tool for the future of work life",,Zurich,"Software, Resume",Between €1-€100K,2021,https://www.resyfy.com/,,,CH
Senius,https://www.eu-startups.com/directory/senius/,Switzerland,Senius AG is a software development and design company that focuses on privacy and protecting personal data. Core contributor to the Sienna Network. We use the power of privacy-focused web 3.0 technology and design to solve complex problems and transform businesses.,,Zug,Blockchain and Privacy focused Advisory Services,Between €1-€100K,2021,https://senius.io/,,,CH
carecircle AG,https://www.eu-startups.com/directory/carecircle-ag/,Switzerland,"Manage health for you and your loved ones in a secure, independent and anonymous space.","carecircle is a new breed of healthcare app, combining the power of a private and secure social network with a number of features that allow you to better understand your symptoms.
carecircle combines medical science, technology and social networks to create an independent and safe space for healthcare interaction.
We work with the World Health Organisation (WHO), ETH University in Switzerland and we also partner with Microsoft, making sure our security and cloud storage meet the highest standards.",Cham,"heealthcare, patient, data insights",Between €1 million-€ 2.5 million,2021,www.carecircle.org,,,CH
Snipd,https://www.eu-startups.com/directory/snipd/,Switzerland,"Snipd is an AI-powered company that provides an app with AI-generated titles and summaries for highlights. The company was founded in 2021 and is headquartered in Zurich, Switzerland. With Snipd you can get automatic titles & summaries for your highlights. From the start, our vision has been to enable everyone to discover, highlight & share the best moments in podcasts and take notes from them in one click.",,Zurich,"Apps, Artificial Intelligence, Information Technology, Media and Entertainment",Between €1-€100K,2021,https://www.snipd.com/,,,CH
Soleil One,https://www.eu-startups.com/directory/soleil-one/,Switzerland,"Soleil One is a digital program to assist females to build-up mood, confidence, glow, and preventing mental illness. Soleil is a unique digital journey with a coaching community for women to enable them to build self-love and confidence to shine from within. It is designed by psychologists as well as coaches and is based on the very latest research findings.",,Zurich,"Health Care, Health Diagnostics, Personal Health, Web Apps",Between €1-€100K,2021,https://soleil.one/,,,CH
StokenX,https://www.eu-startups.com/directory/stokenx/,Switzerland,"StokenX technology offering, an open-source platform-agnostic to banking systems, blockchains, or custody providers, provides regulated financial institutions with the opportunity to offer their clients a security token trading platform all-in-a secured, fully-regulated environment. There are limited market structures providing liquidity for the trading of bonds and private debt. Using DLT/blockchain technology, we are partnering with regulated financial institutions to power this liquidity of bonds and private debt.
StokenX was founded in 2021 as a spin-off of Alpine Tech, a pioneer in crypto mining and trusted specialist for computing power delivery and optimisation.",,Saint-sulpice,"Financial Services, Investment, Technology",Between €1-€100K,2021,https://www.stokenx.com/,,,CH
Swiss Premium Doctors,https://www.eu-startups.com/directory/swiss-premium-doctors/,Switzerland,"Swiss Premium Doctors offers fast and direct access to online consultations of Swiss leading doctors specialists. Swiss Premium Doctors are your personal health experts. More than 50 top doctors and their teams will care for any medical needs you have, as well as the experienced staff of case managers, translators and travel specialists, who will take charge of you and any treatment-related necessities.",,Lucerne,"Health Care, Tourism",Between €1-€100K,2021,https://www.swisspremiumdoctors.com,,,CH
Testasy,https://www.eu-startups.com/directory/testasy/,Switzerland,"Testasy reduces the public health burden on hospitals and laboratories by offering COVID-19 home sampling solutions. The documents we provide comply with Swiss and international regulations, contain a Swiss QR code and are valid upon entry anywhere at home or abroad",,Zurich,"Health Care, Home Health Care",Between €1-€100K,2021,https://www.testasy.ch,,,CH
tipi.build,https://www.eu-startups.com/directory/tipi-build/,Switzerland,"tipi.build creates an AI-powered Compiler-as-a-Service that understands C and C++ code and allows for rapid development without the use of scripts. It is located in Zurich, Switzerland.
Getting Tipi is a single click or command away: install in VSCode or as CLI tool.
Tipi ships a modern C++ toolchain the second you need it. No need to download, install and configure yourself for hours.
Tipi provisions cloud environment with the complete toolset preinstalled within seconds, enabling you to build natively for multiple platforms painlessly.",,Zurich,"Developer Platform, Developer Tools, Information Technology, Machine Learning, Software",Between €1-€100K,2021,https://tipi.build/,,,CH
