name,link,category,businessDescription,basedIn,tags,totalFunding,founded,website,country,longBusinessDescription,companyStatus,linkedin
Leadfellow,https://www.eu-startups.com/directory/leadfellow/,Estonia,a solution that benefits everyone! It's not necessary to struggle with sales. We are aware that you share our opinion that excellent providers should be easier to find for everyone. Discover how to use sales leads to convert chance meetings into cash flow.,Tallinn,"Lead Management, Software, Marketing",No funding announced yet,2022,https://leadfellow.com/,EE,,,
Pinpaya,https://www.eu-startups.com/directory/pinpaya/,Estonia,Pinpaya.com is a global online education platform. Our mission is to help people grow by learning online from the comfort of their own homes and to help talented people find jobs.,Tallinn,"Education, EduTech, Information Technology, Internet",Between €100K-€500K,2022,https://www.pinpaya.com/,EE,,,
SAGE HQ,https://www.eu-startups.com/directory/sage-hq/,Estonia,Hybrid Entrepreneurship Content Provider. We provide certified training programs for High School Students that seek 21st Century skills through a comprehensive curriculum on Entrepreneurship and Innovation.,Tallinn,"EdTech, Content Provider, content",Between €1-€100K,2021,https://www.sagehq.co,EE,,,
TwoRentals,https://www.eu-startups.com/directory/tworentals/,Estonia,"TwoRentals is cloud-based and completely customized to meet your needs, channel manager, property management with real-time invoicing, document scanning, statistics, and so much more. Whether you run a hotel or vacation apartment, TwoRentals is all you need to rent and manage your business with ease and efficiency. With a flexible online booking system, you can get back to focusing on what you do best.",Tallin,"Information Technology, SaaS, Software, Vacation Rental",Between €1-€100K,2021,https://www.tworentals.com/,EE,,,
Urbanpinion,https://www.eu-startups.com/directory/urbanpinion/,Estonia,"Urbanpinion is a citizen engagement platform. We'll help you collect citizens' initiatives, receive in-depth analytics and make right decisions about city development. A platform for collecting citizens' opinions for territory development.",Tallin,"Construction, Information Technology, Real Estate",Between €1-€100K,2021,https://urbanpinion.com,EE,,,
Betconix,https://www.eu-startups.com/directory/betconix/,Estonia,"BETCONIX is a centralized cryptocurrency exchange with a European license and insurance. The main offices of the exchange Estonia. Betconix cryptocurrency exchange. The most convenient and secure #trading platform for #cryptocurrency #trading. Instant buying and selling of cryptocurrency, cryptocurrency trading platform, cryptocurrency exchange. Carrying out third-party IEOs and listing on the Betconix platform.",Tallinn,"Cryptocurrency, Finance, Financial Services",Between €100K-€500K,2021,https://betconix.com,EE,,,
Wirecash,https://www.eu-startups.com/directory/wirecash/,Estonia,WireCash allows merchants and individuals to transact with digital currencies. It enables individuals and merchants to make cross border payments and accept payments in digital currencies.,Tallinn,"Cryptocurrency, E-Commerce, Financial Services",Between €1-€100K,2021,https://wirecash.com/,EE,,,
Xuach,https://www.eu-startups.com/directory/xuach/,Estonia,"Xuach is the all in one venture crowd-investing and equity marketplace platform for emerging Startups at pre-IPO Stage. With Xuach, you can manage your investments anytime, anywhere, from your smartphone",Harjumaa,"FinTech, Stock Exchanges, Investment",Between €1-€100K,2021,https://xuach.com/,EE,,,
AgencyPin,https://www.eu-startups.com/directory/agencypin/,Estonia,"AgencyPin is a top leading cloud based model agency booking software, powerful, online, easy to use and secure. AgencyPin offers a reliable and secure online access, helping easily challenge your agency daily scheduling, agents work management, invoicing, reporting, packages sharing, image processing, tracking and much more. Flexible for group of agencies.",Tallinna,"Booking agenda, Talents, Business partners, Marketing",Between €1 million-€ 2.5 million,2021,https://agencypin.com,EE,,,
Acounto,https://www.eu-startups.com/directory/acounto/,Estonia,"Acounto develops an application to manage and process accounting services. A new digital accountant. Offers automated accounting, payroll, tax advice conveniently available on mobile & desktop with 0-24 support, real-time reports at half the cost of a traditional accountant.",Tallinn,"Booking, Payroll, Tax Returns, Bills",No funding announced yet,2021,https://acounto.com/,EE,,,
Security for Everyone,https://www.eu-startups.com/directory/security-for-everyone/,Estonia,"Security for Everyone aims to make cybersecurity understandable, manageabla and affordable for everyone.",Tallinn,"Vulnerability Assessment Tool, Automated Vulnerability Assessment, Penetration Testing, Cybersecurity",No funding announced yet,2021,https://securityforeveryone.com/,EE,"Since security is a basic right, we believe it should be applied on digital, as well. So, our 4 products are also named after basic human rights:
S4E: Shelter - Automated Vulnerability Assessment
S4E: Equality - Free Vulnerability Scanning Tools
S4E: Solidarity - API Integration
S4E: Education - Cybersecurity Awareness Education & Evaluation",,
Orbiter One,https://www.eu-startups.com/directory/orbiter-one/,Estonia,"Orbiter One, a peer-to-peer lending protocol built for maximal cross-chain optimization. Powered by Moonriver and Moonbeam, Orbiter One bridges the gap between the vast Polkadot ecosystem and EVM compatible DEFI",Tallinn,"P2P, DeFi, Lending Protocol",No funding announced yet,2021,https://www.orbiter.one/,EE,,,
Symbiosis Finance,https://www.eu-startups.com/directory/symbiosis-finance/,Estonia,"Symbiosis is a decentralized multi-chain liquidity protocol. It allows users to swap tokens between all the chains while remaining the sole owners of the funds.

The Symbiosis protocol meets the following requirements:
-Simple, Uniswap like UX
No additional wallets, long waiting time, or extra steps to proceed with a swap.

-Fully decentralized
No central party can stop the Symbiosis protocol or censor users from accessing it.

-Interoperable
It connects every chain that gets enough market attention. Our ultimate goal is to bridge together all networks.

-Non-Custodial
No one (including the Symbiosis team) has access to user funds.

-Limitless cross-chain liquidity 
It targets as many token pairs as possible across all chains while providing the best prices for swaps between any arbitrary token pair.",Eden Island,"cross-chain Bridges, multi-chain Bridges, Decentralized Exchanges",Between €2.5 million-5 million,2021,https://symbiosis.finance/,EE,,,
